week,pts_allowed_to_QB,pts_allowed_to_RB,pts_allowed_to_WR,pts_allowed_to_TE,pts_allowed_to_K,points_scored,points_allowed
1,10.3,19.7,29.4,9.9,15.0,55.2,84.3
2,0.2,8.4,14.9,20.3,10.0,76.1,53.8
3,1.2,17.5,20.8,7.9,0.0,57.9,47.4
4,23.2,17.7,32.1,15.3,6.0,42.1,94.4
5,22.7,22.5,34.3,25.0,7.0,78.8,111.5
6,22.3,8.4,38.1,14.1,9.0,87.4,91.9
7,2.1,12.4,5.5,8.2,7.0,78.3,35.2
8,23.2,34.2,26.1,5.8,12.0,49.9,101.3
9,9.0,22.7,26.8,12.6,7.0,53.0,78.1
10,19.0,20.6,27.3,24.8,5.0,57.1,96.7
11,2.1,39.9,27.4,3.4,12.0,129.3,84.8
12,7.3,35.4,19.7,13.8,0.0,54.5,76.3
